Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
179,Mookie Wilson#,32,NYM,NL,2.3,112,410,378,61,112,17,5,8,41,15,4,27,63,0.296,0.345,0.431,0.776,127,0.364,132,163,12,2,1,2,2,8H97,,wilsomo01
180,Mike LaValliere*,27,PIT,NL,2.3,120,409,352,24,92,18,0,2,47,3,2,50,34,0.261,0.353,0.33,0.682,100,0.314,95,116,8,2,1,4,10,*2H,,lavalmi01
181,Tom Herr#,32,2TM,2LG,1.5,101,408,354,46,93,16,0,2,24,13,3,51,51,0.263,0.356,0.325,0.68,92,0.333,98,115,10,0,3,0,4,4H/D6,,herrto01
182,Carmelo Martínez,27,SDP,NL,2.1,121,405,365,48,86,12,0,18,65,1,1,35,57,0.236,0.301,0.416,0.717,106,0.337,112,152,10,0,3,2,3,73H9,,martica01
183,Luis Rivera,24,MON,NL,-0.4,123,402,371,35,83,17,3,4,30,3,4,24,69,0.224,0.271,0.318,0.589,66,0.265,54,118,9,1,3,3,4,*6H,,riverlu01
184,Pat Sheridan*,30,DET,AL,1.6,127,402,347,47,88,9,5,11,47,8,6,44,64,0.254,0.339,0.403,0.743,111,0.334,109,140,6,2,7,2,4,*7H9/8D,,sheripa01
185,Geno Petralli*,28,TEX,AL,1.3,129,400,351,35,99,14,2,7,36,0,1,41,52,0.282,0.356,0.393,0.749,109,0.343,108,138,12,2,1,5,5,2HD/534,,petrage01
186,Jody Reed,25,BOS,AL,3.4,109,400,338,60,99,23,1,1,28,1,3,45,21,0.293,0.38,0.376,0.756,110,0.349,112,127,5,4,11,2,1,64/H5D,ROY-3,reedjo01
187,Rance Mulliniks*,32,TOR,AL,2.1,119,399,337,49,101,21,1,12,48,1,0,56,57,0.3,0.395,0.475,0.87,143,0.399,149,160,10,0,2,4,3,DH/5,,mullira01
188,Terry Steinbach,26,OAK,AL,2.4,104,398,351,42,93,19,1,9,51,3,0,33,47,0.265,0.334,0.402,0.736,109,0.346,113,141,13,6,3,5,2,2/53DH7,AS,steinte01
189,Tony Armas,34,CAL,AL,-0.1,120,393,368,42,100,20,2,13,49,1,3,22,87,0.272,0.311,0.443,0.754,112,0.34,112,163,13,0,1,2,0,*789H/D,,armasto01
190,Bob Boone,40,CAL,AL,3.1,122,392,352,38,104,17,0,5,39,2,2,29,26,0.295,0.352,0.386,0.739,110,0.346,115,136,9,2,9,0,2,*2/H,GG,boonebo01
191,Garry Templeton#,32,SDP,NL,1.8,110,392,362,35,90,15,7,3,36,8,2,20,50,0.249,0.286,0.354,0.639,84,0.292,74,128,6,0,7,3,10,6/H5,,templga01
192,Gary Redus,31,2TM,2LG,1.5,107,392,333,54,83,12,4,8,38,31,4,48,71,0.249,0.342,0.381,0.723,104,0.347,103,127,6,3,0,8,1,7H8/9D,,redusga01
193,Fred Manrique,26,CHW,AL,0.6,140,387,345,43,81,10,6,5,37,6,5,21,54,0.235,0.283,0.342,0.625,75,0.293,75,118,7,3,16,2,1,*4H6/D,,manrifr01
194,Dave Gallagher,27,CHW,AL,2.5,101,384,347,59,105,15,3,5,31,5,4,29,40,0.303,0.354,0.406,0.761,113,0.356,120,141,8,0,6,2,3,89H/7D,ROY-5,gallada01
195,Keith Hernandez*,34,NYM,NL,2.2,95,384,348,43,96,16,0,11,55,2,1,31,57,0.276,0.333,0.417,0.75,120,0.355,129,145,11,1,0,4,3,3/H,GG,hernake01
196,Dave Magadan*,25,NYM,NL,1.9,112,380,314,39,87,15,0,1,35,0,1,60,39,0.277,0.393,0.334,0.728,116,0.353,129,105,9,2,1,3,4,35H,,magadda01
197,Randy Ready,28,SDP,NL,1.9,114,380,331,43,88,16,2,7,39,6,2,39,38,0.266,0.346,0.39,0.735,113,0.348,119,129,3,3,4,3,1,5H47/9,,readyra01
198,Cecil Espy#,25,TEX,AL,1,123,376,347,46,86,17,6,2,39,33,10,20,83,0.248,0.288,0.349,0.637,77,0.312,78,121,2,1,5,3,1,78HD/96234,ROY-8,espyce01
199,Jim Traber*,26,BAL,AL,-1.2,103,376,352,25,78,6,0,10,45,1,2,19,42,0.222,0.261,0.324,0.585,66,0.264,57,114,8,1,1,3,3,3D/H97,,trabeji01
200,Curt Wilkerson#,27,TEX,AL,2.1,117,371,338,41,99,12,5,0,28,9,4,26,43,0.293,0.345,0.358,0.703,96,0.331,98,121,7,2,3,2,3,46H5/3D,,wilkecu01
201,Ken Phelps*,33,2TM,AL,2.6,117,371,297,54,78,13,0,24,54,1,0,70,61,0.263,0.402,0.549,0.95,162,0.414,157,163,6,1,0,3,5,DH/3,,phelpke01
202,Marvell Wynne*,28,SDP,NL,1.5,128,369,333,37,88,13,4,11,42,3,4,31,62,0.264,0.325,0.426,0.752,116,0.338,115,142,3,0,3,2,2,*87H9,,wynnema01
203,Ron Hassey*,35,OAK,AL,1.7,107,365,323,32,83,15,0,7,45,2,0,30,42,0.257,0.323,0.368,0.692,96,0.325,98,119,9,4,3,5,1,2H/D,,hassero01
204,Brady Anderson*,24,2TM,AL,0.2,94,364,325,31,69,13,4,1,21,10,6,23,75,0.212,0.272,0.286,0.558,57,0.262,50,93,3,4,11,1,0,89/H,,anderbr01
205,Scott Bradley*,28,SEA,AL,-0.1,103,359,335,45,86,17,1,4,33,1,1,17,16,0.257,0.295,0.349,0.644,77,0.305,78,117,11,2,3,2,1,2H/9D53,,bradlsc01
206,Don Slaught,29,NYY,AL,1.8,97,358,322,33,91,25,1,9,43,1,0,24,54,0.283,0.334,0.45,0.785,119,0.351,115,145,10,3,5,4,3,2/HD,,slaugdo01
207,Alfredo Griffin#,30,LAD,NL,0.3,95,354,316,39,63,8,3,1,27,7,5,24,30,0.199,0.259,0.253,0.513,50,0.25,46,80,3,2,11,1,7,6/H,,griffal01
208,Joey Meyer,26,MIL,AL,0.1,103,352,327,22,86,18,0,11,45,0,1,23,88,0.263,0.313,0.419,0.731,103,0.331,101,137,9,1,0,1,2,D3/H,,meyerjo01
209,Buddy Bell,36,2TM,NL,0.2,95,352,323,27,78,10,1,7,40,1,1,26,32,0.241,0.295,0.344,0.639,86,0.299,85,111,10,0,0,3,2,5/3H,,bellbu01
210,Ozzie Virgil,31,ATL,NL,1,107,350,320,23,82,10,0,9,31,2,0,22,54,0.256,0.313,0.372,0.685,93,0.324,95,119,10,5,2,1,1,2H,,virgioz02
211,Wally Backman#,28,NYM,NL,2.9,99,347,294,44,89,12,0,0,17,9,5,41,49,0.303,0.388,0.344,0.731,117,0.355,130,101,6,1,9,2,1,4H,,backmwa01
212,R.J. Reynolds#,29,PIT,NL,0.5,130,347,323,35,80,14,2,6,51,15,2,20,62,0.248,0.288,0.359,0.647,87,0.308,84,116,5,0,0,4,3,9H7/8,,reynor.01
213,Nelson Santovenia,26,MON,NL,1.4,92,344,309,26,73,20,2,8,41,2,3,24,77,0.236,0.294,0.392,0.686,93,0.302,82,121,4,3,4,4,3,2/H3,,santone01
214,Glenn Hubbard,30,OAK,AL,2,105,342,294,35,75,12,2,3,33,1,3,33,50,0.255,0.334,0.34,0.674,93,0.324,101,100,9,3,10,2,0,4/HD,,hubbagl01
215,Jeff Treadway*,25,CIN,NL,1.7,103,341,301,30,76,19,4,2,23,2,0,27,30,0.252,0.315,0.362,0.677,91,0.31,85,109,4,3,4,6,7,4H/5,,treadje01
216,Ernie Riles*,27,2TM,2LG,2,120,336,314,33,87,13,3,4,37,3,4,17,59,0.277,0.31,0.376,0.686,97,0.31,93,118,8,0,1,4,2,5H64/D,,rileser01
217,Steve Lombardozzi,28,MIN,AL,0.2,103,335,287,34,60,15,2,3,27,2,5,35,48,0.209,0.295,0.307,0.601,68,0.275,62,88,2,2,6,5,2,46/5H,,lombast01
218,Dave Bergman*,35,DET,AL,1.5,116,333,289,37,85,14,0,5,35,0,2,38,34,0.294,0.372,0.394,0.766,119,0.358,126,114,7,0,2,4,2,3DH7,,bergmda01
219,Damon Berryhill#,24,CHC,NL,1.6,95,332,309,19,80,19,1,7,38,1,0,17,56,0.259,0.295,0.395,0.69,93,0.31,84,122,11,0,3,3,5,2/H,ROY-6,berryda01
220,Rich Gedman*,28,BOS,AL,1,95,332,299,33,69,14,0,9,39,0,0,18,49,0.231,0.279,0.368,0.647,77,0.296,71,110,6,3,9,3,2,2/HD,,gedmari01
221,Luis Alicea#,22,STL,NL,-1.3,93,330,297,20,63,10,4,1,24,1,1,25,32,0.212,0.276,0.283,0.559,61,0.258,50,84,12,2,4,2,4,4/H,,alicelu01
222,Bo Díaz,35,CIN,NL,0.3,92,327,315,26,69,9,0,10,35,0,2,7,41,0.219,0.236,0.343,0.579,62,0.26,50,108,16,1,1,3,4,2/H,,diazbo01
223,Jeff Hamilton,24,LAD,NL,0.7,111,327,309,34,73,14,2,6,33,0,2,10,51,0.236,0.268,0.353,0.62,79,0.295,83,109,8,4,2,2,1,5H/63,,hamilje01
224,Ray Knight,35,DET,AL,-1,105,327,299,34,65,12,2,3,33,1,1,20,30,0.217,0.271,0.301,0.572,63,0.275,65,90,12,3,2,3,0,3DH5/7,,knighra01
225,Dave Anderson,27,LAD,NL,1.3,116,325,285,31,71,10,2,2,20,4,2,32,45,0.249,0.325,0.319,0.644,88,0.308,90,91,9,1,5,2,4,6H54,,anderda02
226,Dave Valle,27,SEA,AL,0.9,93,322,290,29,67,15,2,10,50,0,1,18,38,0.231,0.295,0.4,0.695,90,0.313,84,116,13,9,3,2,0,2H/D3,,valleda01
227,Rafael Belliard,26,PIT,NL,0.7,122,321,286,28,61,0,4,0,11,7,1,26,47,0.213,0.288,0.241,0.529,55,0.263,53,69,10,4,5,0,3,*6/H4,,bellira01
228,Mike Gallego,27,OAK,AL,0.7,129,320,277,38,58,8,0,2,20,2,3,34,53,0.209,0.298,0.26,0.558,60,0.272,63,72,6,1,8,0,0,46H5,,gallemi01
229,Mickey Tettleton#,27,BAL,AL,1.6,86,316,283,31,74,11,1,11,37,0,1,28,70,0.261,0.33,0.424,0.754,113,0.34,111,120,9,2,1,2,2,2H,,tettlmi01
230,Don Baylor,39,OAK,AL,-0.3,92,313,264,28,58,7,0,7,34,0,1,34,44,0.22,0.332,0.326,0.658,88,0.317,94,86,7,12,0,3,2,DH,,baylodo01
231,Luis Polonia*,24,OAK,AL,1.5,84,313,288,51,84,11,4,2,27,24,9,21,40,0.292,0.338,0.378,0.716,104,0.334,103,109,3,0,2,2,0,7H/D9,,polonlu01
232,Bill Buckner*,38,2TM,AL,-1.3,108,311,285,19,71,14,0,3,43,5,1,17,19,0.249,0.287,0.33,0.616,73,0.277,59,94,8,0,4,5,5,DH3,,bucknbi01
233,Mike Davis*,29,LAD,NL,-0.8,108,310,281,29,55,11,2,2,17,7,3,25,59,0.196,0.26,0.27,0.53,54,0.259,53,76,6,0,2,2,0,9H8/7,,davismi02
234,Tim Teufel,29,NYM,NL,2.5,90,309,273,35,64,20,0,4,31,0,1,29,41,0.234,0.306,0.352,0.658,93,0.318,103,96,6,1,2,4,1,4H/3,,teufeti01
235,Daryl Boston*,25,CHW,AL,0.7,105,305,281,37,61,12,2,15,31,9,3,21,44,0.217,0.271,0.434,0.705,95,0.322,92,122,5,0,2,1,5,78H/D9,,bostoda01
236,Otis Nixon#,29,MON,NL,2.1,90,305,271,47,66,8,2,0,15,46,13,28,42,0.244,0.312,0.288,0.6,71,0.321,80,78,0,0,4,2,0,87H,,nixonot01
237,Iván Calderón,26,CHW,AL,0.2,73,301,264,40,56,14,0,14,35,4,4,34,66,0.212,0.299,0.424,0.723,101,0.332,103,112,6,0,0,3,2,9/D7H,,caldeiv01
238,Pete Stanicek#,25,BAL,AL,-0.1,83,299,261,29,60,7,1,4,17,12,6,28,45,0.23,0.313,0.31,0.623,78,0.303,84,81,9,4,5,1,0,74H/D,,stanipe01
239,Jay Buhner,23,2TM,AL,2.6,85,299,261,36,56,13,1,13,38,1,1,28,93,0.215,0.302,0.421,0.723,99,0.33,98,110,5,6,1,3,1,98/H7,,buhneja01
240,Carlton Fisk,40,CHW,AL,2.6,76,298,253,37,70,8,1,19,50,0,0,37,40,0.277,0.377,0.542,0.919,155,0.401,152,137,6,5,1,2,9,2/H,SS,fiskca01
241,Dickie Thon,30,SDP,NL,2.1,95,296,258,36,68,12,2,1,18,19,4,33,49,0.264,0.347,0.337,0.684,99,0.352,115,87,4,1,2,2,0,6H/45,,thondi01
242,Nelson Liriano#,24,TOR,AL,-0.6,99,295,276,36,73,6,2,3,23,12,5,11,40,0.264,0.297,0.333,0.63,77,0.3,77,92,4,2,5,1,0,4HD/5,,liriane01
243,Al Newman#,28,MIN,AL,-0.6,105,295,260,35,58,7,0,0,19,12,3,29,34,0.223,0.301,0.25,0.551,56,0.284,61,65,4,0,6,0,0,564H/D,,newmaal01
244,Jeff Reed*,25,2TM,NL,0.1,92,295,265,20,60,9,2,1,16,1,0,28,41,0.226,0.299,0.287,0.586,67,0.279,62,76,5,0,1,1,1,2/H,,reedje02
245,Glenn Braggs,25,MIL,AL,1.3,72,294,272,30,71,14,0,10,42,6,4,14,60,0.261,0.307,0.423,0.73,102,0.33,100,115,6,5,1,2,0,9D,,bragggl01
246,Spike Owen#,27,BOS,AL,0.7,89,294,257,40,64,14,1,5,18,0,1,27,27,0.249,0.324,0.37,0.694,91,0.321,90,95,7,2,7,1,0,6H/D,,owensp01
247,Rick Schu,26,BAL,AL,-0.3,89,294,270,22,69,9,4,4,20,6,4,21,49,0.256,0.316,0.363,0.679,93,0.323,99,98,7,3,0,0,0,5/DH3,,schuri01
248,Mike Stanley,25,TEX,AL,-0.8,94,292,249,21,57,8,0,3,27,0,0,37,62,0.229,0.323,0.297,0.62,74,0.301,77,74,6,0,1,5,0,2DH/35,,stanlmi02
249,Jody Davis,31,2TM,NL,0.3,90,292,257,21,59,9,0,7,36,0,3,29,52,0.23,0.307,0.346,0.653,84,0.294,77,89,7,1,2,3,3,2H,,davisjo02
250,Ken Gerhart,27,BAL,AL,-0.6,103,291,262,27,51,10,1,9,23,7,3,21,57,0.195,0.256,0.344,0.6,69,0.28,66,90,3,2,2,4,0,87H9/D,,gerhake01
251,Rick Cerone,34,BOS,AL,0.9,84,289,264,31,71,13,1,3,27,0,0,20,32,0.269,0.326,0.36,0.686,90,0.329,95,95,6,3,1,1,0,2/HD,,ceronri01
252,Bob Melvin,26,SFG,NL,0.9,92,288,273,23,64,13,1,8,27,0,2,13,46,0.234,0.268,0.377,0.646,87,0.3,89,103,5,0,1,1,0,2/H3,,melvibo01
253,Terry Kennedy*,32,BAL,AL,-0.3,85,285,265,20,60,10,0,3,16,0,0,15,53,0.226,0.269,0.298,0.567,61,0.269,59,79,13,1,2,2,0,2/H,,kennete02
254,Ricky Jordan,23,PHI,NL,1.8,69,281,273,41,84,15,1,11,43,1,1,7,39,0.308,0.324,0.491,0.815,131,0.373,137,134,5,0,0,1,2,3,ROY-8,jordari02
255,Chris Brown,26,SDP,NL,0.2,80,274,247,14,58,6,0,2,19,0,0,19,49,0.235,0.295,0.283,0.579,68,0.278,66,70,9,3,3,2,3,5/H,,brownch02
256,Franklin Stubbs*,27,LAD,NL,-0.1,115,273,242,30,54,13,0,8,34,11,3,23,61,0.223,0.288,0.376,0.664,92,0.311,89,91,4,1,2,5,3,3H/798,,stubbfr01
257,Terry Puhl*,31,HOU,NL,1.8,113,272,234,42,71,7,2,3,19,22,4,35,30,0.303,0.395,0.389,0.784,131,0.371,130,91,0,1,1,1,3,7H9/8,,puhlte01
258,Joel Skinner,27,NYY,AL,0.6,88,272,251,23,57,15,0,4,23,0,0,14,72,0.227,0.267,0.335,0.602,69,0.275,60,84,6,0,6,1,0,2/H379,,skinnjo01
259,Mark McLemore#,23,CAL,AL,1.3,77,265,233,38,56,11,2,2,16,13,7,25,28,0.24,0.312,0.33,0.642,83,0.304,85,77,6,0,5,2,0,4H/5D,,mclemma01
260,Ken Griffey*,38,2TM,NL,-1.3,94,264,243,26,62,6,0,4,23,1,3,19,31,0.255,0.307,0.329,0.636,80,0.293,77,80,5,0,0,2,3,7H3/9,,griffke01
261,Bruce Benedict,32,ATL,NL,0.3,90,262,236,11,57,7,0,0,19,0,2,19,26,0.242,0.296,0.271,0.567,62,0.261,52,64,2,0,5,2,1,2/H,,benedbr01
262,Gary Ward,34,NYY,AL,-0.8,91,262,231,26,52,8,0,4,24,0,1,24,41,0.225,0.302,0.312,0.614,74,0.284,68,72,8,2,4,1,4,8H73/D95,,wardga01
263,Alan Ashby#,36,HOU,NL,0.7,73,261,227,19,54,10,0,7,33,0,0,29,36,0.238,0.319,0.374,0.694,103,0.326,106,85,5,0,1,4,3,2H,,ashbyal01
264,Rene Gonzales,27,BAL,AL,0.4,92,260,237,13,51,6,0,2,15,2,0,13,32,0.215,0.263,0.266,0.529,51,0.251,44,63,5,3,5,2,0,54/H639,,gonzare01
265,Luis Aguayo,29,2TM,2LG,-0.3,99,260,237,21,59,7,0,6,13,2,2,20,50,0.249,0.309,0.354,0.663,88,0.307,86,84,6,1,1,1,3,56H4,,aguaylu01
266,Albert Hall#,30,ATL,NL,-0.5,85,257,231,27,57,7,1,1,15,15,10,21,35,0.247,0.314,0.299,0.612,75,0.291,74,69,4,2,2,1,1,8H/7,,hallal02
267,Ron Kittle,30,CLE,AL,1.1,75,254,225,31,58,8,0,18,43,0,0,16,65,0.258,0.323,0.533,0.856,134,0.374,129,120,0,8,0,5,1,DH,,kittlro01
268,Donnie Hill#,27,CHW,AL,-0.4,83,253,221,17,48,6,1,2,20,3,1,26,32,0.217,0.296,0.281,0.577,63,0.284,66,62,3,0,3,3,1,4H5/D,,hilldo01
269,Denny Walling*,34,2TM,NL,0.4,84,252,234,22,56,13,2,1,21,2,0,17,25,0.239,0.291,0.325,0.616,79,0.286,73,76,3,0,1,0,3,5H7/39,,wallide01
270,Tony Phillips#,29,OAK,AL,-0.3,79,251,212,32,43,8,4,2,17,0,2,36,50,0.203,0.32,0.307,0.627,79,0.298,83,65,6,1,1,1,0,547H6/839D,,phillto02
271,Tracy Jones,27,2TM,NL,0.5,90,249,224,29,66,6,1,3,24,18,6,20,18,0.295,0.358,0.371,0.728,107,0.345,107,83,5,2,3,0,3,9H7/8,,jonestr01
272,Mike Diaz,28,2TM,2LG,-0.8,87,248,226,18,53,9,0,3,17,0,1,21,43,0.235,0.302,0.314,0.617,76,0.292,76,71,7,1,0,0,1,3H/792D,,diazmi01
273,Bob Horner,30,STL,NL,0.2,60,247,206,15,53,9,1,3,33,0,0,32,23,0.257,0.348,0.354,0.703,102,0.338,110,73,9,1,0,8,6,3/H,,hornebo01
274,Jerry Browne#,22,TEX,AL,-0.8,73,243,214,26,49,9,2,1,17,7,5,25,32,0.229,0.308,0.304,0.612,71,0.289,71,65,5,0,3,1,0,4/HD,,brownje01
275,Ken Williams,24,CHW,AL,-0.9,73,243,220,18,35,4,2,8,28,6,5,10,64,0.159,0.221,0.305,0.525,46,0.254,48,67,2,8,3,2,0,598/HD,,willike02
276,Mike Heath,33,DET,AL,0.7,86,241,219,24,54,7,2,5,18,1,0,18,32,0.247,0.307,0.365,0.672,91,0.322,97,80,6,1,3,0,0,2/9H,,heathmi02
277,Ron Washington,36,CLE,AL,0.1,69,241,223,30,57,14,2,2,21,3,3,9,35,0.256,0.298,0.363,0.662,83,0.311,86,81,2,5,3,1,0,6/54HD,,washiro01
278,Jay Bell,22,CLE,AL,-0.7,73,236,211,23,46,5,1,2,21,4,2,21,53,0.218,0.289,0.28,0.569,59,0.282,63,59,3,1,1,2,0,6/HD,,bellja01
279,Mike Macfarlane,24,KCR,AL,0.5,70,236,211,25,56,15,0,4,26,0,0,21,37,0.265,0.332,0.393,0.725,102,0.332,100,83,5,1,1,2,2,2/H,,macfami01
280,Bob Brenly,34,SFG,NL,-0.5,73,234,206,13,39,7,0,5,22,1,2,20,40,0.189,0.265,0.296,0.561,64,0.256,55,61,3,2,2,2,3,2/H,,brenlbo01
281,Bob Brower,28,TEX,AL,-0.2,82,234,201,29,45,7,0,1,11,10,5,27,38,0.224,0.316,0.274,0.589,66,0.301,76,55,6,0,6,0,0,87HD/9,,browebo01
282,Jamie Quirk*,33,KCR,AL,0.9,84,232,196,22,47,7,1,8,25,1,5,28,41,0.24,0.333,0.408,0.741,106,0.329,105,80,2,1,4,3,2,2H/35,,quirkja01
283,Rex Hudler,27,MON,NL,1.3,77,229,216,38,59,14,2,4,14,29,7,10,34,0.273,0.303,0.412,0.715,101,0.337,92,89,2,0,1,2,6,46H/79,,hudlere01
284,John Moses#,30,MIN,AL,1.3,105,225,206,33,65,10,3,2,12,11,6,15,21,0.316,0.366,0.422,0.788,119,0.351,113,87,4,2,1,1,2,9H78/D,,mosesjo01
285,Herm Winningham*,26,2TM,NL,-0.3,100,225,203,16,47,3,4,0,21,12,8,17,45,0.232,0.288,0.286,0.574,63,0.268,56,58,2,0,3,2,1,8H7/9,,winnihe01
286,Álex Treviño,30,HOU,NL,0.5,78,223,193,19,48,17,0,2,13,5,2,24,29,0.249,0.341,0.368,0.709,108,0.334,111,71,8,3,3,0,4,2H/7,,trevial01
287,Terry Francona*,29,CLE,AL,0.2,62,222,212,24,66,8,0,1,12,0,0,5,18,0.311,0.324,0.363,0.687,91,0.32,90,77,4,0,2,2,1,DH/37,,francte01
288,Rick Leach*,31,TOR,AL,0.4,87,217,199,21,55,13,1,0,23,0,1,18,27,0.276,0.336,0.352,0.688,94,0.325,97,70,8,0,0,0,3,9HD7/3,,leachri01
289,Dave Concepción,40,CIN,NL,-0.6,84,216,197,11,39,9,0,0,8,3,2,18,23,0.198,0.265,0.244,0.509,45,0.236,30,48,4,0,1,0,5,4H36/51,,conceda01
290,Jim Eisenreich*,29,KCR,AL,-0.5,82,214,202,26,44,8,1,1,19,9,3,6,31,0.218,0.236,0.282,0.518,44,0.251,39,57,2,0,2,4,1,79H8D,,eisenji01
291,Mark Salas*,27,CHW,AL,0.3,75,211,196,17,49,7,0,3,9,0,0,12,17,0.25,0.303,0.332,0.635,78,0.301,79,65,3,3,0,0,2,2/HD,,salasma01
292,Terry Blocker*,28,ATL,NL,-0.6,66,210,198,13,42,4,2,2,10,1,1,10,20,0.212,0.25,0.283,0.533,51,0.254,44,56,6,0,2,0,3,8/H,,blockte01
293,Tom Pagnozzi,25,STL,NL,-0.4,81,209,195,17,55,9,0,0,15,0,0,11,32,0.282,0.319,0.328,0.647,86,0.293,76,64,5,0,2,1,1,23H/5,,pagnoto01
294,Bill Pecota,28,KCR,AL,0.6,90,206,178,25,37,3,3,1,15,7,2,18,34,0.208,0.286,0.275,0.562,58,0.3,73,49,1,2,7,1,0,6H53/9D472,,pecotbi01
295,Tim Flannery*,30,SDP,NL,1.2,79,205,170,16,45,5,4,0,19,3,2,24,32,0.265,0.365,0.341,0.706,106,0.348,120,58,5,4,5,2,1,5H/46,,flannti01
296,Mickey Hatcher,33,LAD,NL,0.4,88,202,191,22,56,8,0,1,25,0,0,7,7,0.293,0.322,0.351,0.673,96,0.322,101,67,7,2,0,2,3,H39/75,,hatchmi01
297,Larry Herndon,34,DET,AL,-0.5,76,201,174,16,39,5,0,4,20,0,1,23,37,0.224,0.313,0.322,0.635,82,0.296,82,56,8,1,0,3,0,DH7,,herndla01
298,Chris Speier,38,SFG,NL,1.4,82,201,171,26,37,9,1,3,18,3,3,23,39,0.216,0.311,0.333,0.645,89,0.315,100,57,7,1,5,1,2,45H6,,speiech01
299,Rick Dempsey,38,LAD,NL,1.9,77,198,167,25,42,13,0,7,30,1,0,25,44,0.251,0.338,0.455,0.793,129,0.363,130,76,4,0,0,6,0,2H,,dempsri01
300,Jim Walewander#,26,DET,AL,-0.2,88,198,175,23,37,5,0,0,6,11,4,12,26,0.211,0.261,0.24,0.501,44,0.253,43,42,1,0,10,1,0,4H/D65,,walewji01
301,Darrin Jackson,24,CHC,NL,0.6,100,197,188,29,50,11,3,6,20,4,1,5,28,0.266,0.287,0.452,0.739,106,0.329,97,85,3,1,2,1,1,8H97,,jacksda03
302,Mike Young#,28,2TM,2LG,-0.1,83,193,160,15,33,14,0,1,14,0,0,28,48,0.206,0.328,0.313,0.641,84,0.316,90,50,1,2,1,2,2,H9/D7,,youngmi01
303,Cecil Fielder,24,TOR,AL,-0.3,74,190,174,24,40,6,1,9,23,0,1,14,53,0.23,0.289,0.431,0.721,100,0.327,99,75,6,1,0,1,0,DH3/54,,fieldce01
304,Dave Collins#,35,CIN,NL,-0.9,99,189,174,12,41,6,2,0,14,7,2,11,27,0.236,0.286,0.293,0.579,64,0.28,60,51,0,2,0,2,0,H97/83,,collida02
305,Tracy Woodson,25,LAD,NL,-0.3,65,183,173,15,43,4,1,3,15,1,2,7,32,0.249,0.279,0.335,0.614,78,0.286,77,58,4,1,0,2,1,53H,,woodstr01
306,Carmelo Castillo,30,CLE,AL,-0.7,66,182,176,12,48,8,0,4,14,6,2,5,31,0.273,0.297,0.386,0.683,89,0.312,82,68,4,1,0,0,1,7H9/D,,castica01
307,Brian Harper,28,MIN,AL,1.1,60,182,166,15,49,11,1,3,20,0,3,10,12,0.295,0.344,0.428,0.772,114,0.341,111,71,12,3,2,1,1,2H/D5,,harpebr01
308,Mike Fitzgerald,27,MON,NL,0.3,63,180,155,17,42,6,1,5,23,2,2,19,22,0.271,0.347,0.419,0.766,116,0.359,125,65,4,0,4,2,0,2H/79,,fitzgmi02
309,Bob Dernier,31,PHI,NL,0.4,68,179,166,19,48,3,1,1,10,13,6,9,19,0.289,0.33,0.337,0.667,92,0.329,102,56,2,1,3,0,0,8H/9,,dernibo01
310,Jim Morrison,35,2TM,2LG,-0.8,75,179,166,13,30,7,0,2,19,0,3,10,27,0.181,0.223,0.259,0.482,37,0.23,35,43,4,0,0,3,1,H5D/73169,,morriji01
311,Manny Trillo,37,CHC,NL,0,76,177,164,15,41,5,0,1,14,2,0,8,32,0.25,0.283,0.299,0.582,65,0.28,59,49,2,0,4,1,0,3H54/6,,trillma01
312,Dave Clark*,25,CLE,AL,-0.5,63,174,156,11,41,4,1,3,18,0,2,17,28,0.263,0.333,0.359,0.692,93,0.312,89,56,8,0,0,1,2,DH97,,clarkda05
313,Danny Heep*,30,LAD,NL,0.3,95,173,149,14,36,2,0,0,11,2,0,22,13,0.242,0.341,0.255,0.596,76,0.305,86,38,4,1,0,1,0,H793/1,,heepda01
314,Dwayne Murphy*,33,DET,AL,1.2,49,171,144,14,36,5,0,4,19,1,1,24,26,0.25,0.361,0.368,0.729,109,0.338,111,53,0,1,2,0,2,89/H7D,,murphdw01
315,Craig Reynolds*,35,HOU,NL,0.1,78,170,161,20,41,7,0,1,14,3,0,8,23,0.255,0.29,0.317,0.607,78,0.288,74,51,1,0,1,0,2,H6543,,reynocr01
316,Matt Williams,22,SFG,NL,1,52,170,156,17,32,6,1,8,19,0,1,8,41,0.205,0.251,0.41,0.662,91,0.332,113,64,7,2,3,1,0,56/H,,willima04
317,Jim Sundberg,37,2TM,2LG,1.1,62,165,145,21,39,5,0,6,22,0,0,13,32,0.269,0.327,0.428,0.755,110,0.356,118,62,3,0,6,1,0,2H,,sundbji01
318,Darren Daulton*,26,PHI,NL,-0.3,58,163,144,13,30,6,0,1,12,2,1,17,26,0.208,0.288,0.271,0.559,61,0.277,64,39,2,0,0,2,1,2H/3,,daultda01
319,Ron Oester#,32,CIN,NL,0.5,54,163,150,20,42,7,0,0,10,0,2,9,24,0.28,0.319,0.327,0.645,83,0.298,81,49,2,0,3,1,3,4/6H,,oestero01
